scene_id,scene_key,dataset,split,source_group,eligible_frame_count,frame_count,scene_root
yifei_scannetv2_hf__scannetv2__scans__scene0168_01,yifei_scannetv2_hf/scannetv2/scans/scene0168_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,75,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0168_01
yifei_scannetv2_hf__scannetv2__scans__scene0170_00,yifei_scannetv2_hf/scannetv2/scans/scene0170_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,66,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0170_00
yifei_scannetv2_hf__scannetv2__scans__scene0173_00,yifei_scannetv2_hf/scannetv2/scans/scene0173_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,114,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0173_00
yifei_scannetv2_hf__scannetv2__scans__scene0176_00,yifei_scannetv2_hf/scannetv2/scans/scene0176_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,72,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0176_00
yifei_scannetv2_hf__scannetv2__scans__scene0178_00,yifei_scannetv2_hf/scannetv2/scans/scene0178_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,166,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0178_00
yifei_scannetv2_hf__scannetv2__scans__scene0181_02,yifei_scannetv2_hf/scannetv2/scans/scene0181_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,120,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0181_02
yifei_scannetv2_hf__scannetv2__scans__scene0182_00,yifei_scannetv2_hf/scannetv2/scans/scene0182_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,46,46,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0182_00
yifei_scannetv2_hf__scannetv2__scans__scene0191_00,yifei_scannetv2_hf/scannetv2/scans/scene0191_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1090,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0191_00
yifei_scannetv2_hf__scannetv2__scans__scene0193_00,yifei_scannetv2_hf/scannetv2/scans/scene0193_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,46,46,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0193_00
yifei_scannetv2_hf__scannetv2__scans__scene0197_01,yifei_scannetv2_hf/scannetv2/scans/scene0197_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1967,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0197_01
yifei_scannetv2_hf__scannetv2__scans__scene0201_01,yifei_scannetv2_hf/scannetv2/scans/scene0201_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,59,59,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0201_01
yifei_scannetv2_hf__scannetv2__scans__scene0201_02,yifei_scannetv2_hf/scannetv2/scans/scene0201_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1309,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0201_02
yifei_scannetv2_hf__scannetv2__scans__scene0204_00,yifei_scannetv2_hf/scannetv2/scans/scene0204_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,959,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0204_00
yifei_scannetv2_hf__scannetv2__scans__scene0205_01,yifei_scannetv2_hf/scannetv2/scans/scene0205_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,60,60,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0205_01
yifei_scannetv2_hf__scannetv2__scans__scene0206_02,yifei_scannetv2_hf/scannetv2/scans/scene0206_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,133,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0206_02
yifei_scannetv2_hf__scannetv2__scans__scene0210_00,yifei_scannetv2_hf/scannetv2/scans/scene0210_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,124,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0210_00
yifei_scannetv2_hf__scannetv2__scans__scene0212_00,yifei_scannetv2_hf/scannetv2/scans/scene0212_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,124,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0212_00
yifei_scannetv2_hf__scannetv2__scans__scene0213_00,yifei_scannetv2_hf/scannetv2/scans/scene0213_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,96,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0213_00
yifei_scannetv2_hf__scannetv2__scans__scene0215_00,yifei_scannetv2_hf/scannetv2/scans/scene0215_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,52,52,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0215_00
yifei_scannetv2_hf__scannetv2__scans__scene0218_01,yifei_scannetv2_hf/scannetv2/scans/scene0218_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,51,51,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0218_01
yifei_scannetv2_hf__scannetv2__scans__scene0221_01,yifei_scannetv2_hf/scannetv2/scans/scene0221_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,52,52,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0221_01
yifei_scannetv2_hf__scannetv2__scans__scene0231_01,yifei_scannetv2_hf/scannetv2/scans/scene0231_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,290,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0231_01
yifei_scannetv2_hf__scannetv2__scans__scene0234_00,yifei_scannetv2_hf/scannetv2/scans/scene0234_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,39,39,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0234_00
yifei_scannetv2_hf__scannetv2__scans__scene0240_00,yifei_scannetv2_hf/scannetv2/scans/scene0240_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,70,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0240_00
yifei_scannetv2_hf__scannetv2__scans__scene0242_01,yifei_scannetv2_hf/scannetv2/scans/scene0242_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,77,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0242_01
yifei_scannetv2_hf__scannetv2__scans__scene0245_00,yifei_scannetv2_hf/scannetv2/scans/scene0245_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,68,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0245_00
yifei_scannetv2_hf__scannetv2__scans__scene0248_00,yifei_scannetv2_hf/scannetv2/scans/scene0248_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,87,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0248_00
yifei_scannetv2_hf__scannetv2__scans__scene0248_01,yifei_scannetv2_hf/scannetv2/scans/scene0248_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,92,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0248_01
yifei_scannetv2_hf__scannetv2__scans__scene0252_00,yifei_scannetv2_hf/scannetv2/scans/scene0252_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,99,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0252_00
yifei_scannetv2_hf__scannetv2__scans__scene0253_00,yifei_scannetv2_hf/scannetv2/scans/scene0253_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,105,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0253_00
yifei_scannetv2_hf__scannetv2__scans__scene0255_00,yifei_scannetv2_hf/scannetv2/scans/scene0255_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,97,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0255_00
yifei_scannetv2_hf__scannetv2__scans__scene0256_01,yifei_scannetv2_hf/scannetv2/scans/scene0256_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,120,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0256_01
yifei_scannetv2_hf__scannetv2__scans__scene0259_01,yifei_scannetv2_hf/scannetv2/scans/scene0259_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,433,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0259_01
yifei_scannetv2_hf__scannetv2__scans__scene0264_00,yifei_scannetv2_hf/scannetv2/scans/scene0264_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1603,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0264_00
yifei_scannetv2_hf__scannetv2__scans__scene0264_01,yifei_scannetv2_hf/scannetv2/scans/scene0264_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,116,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0264_01
yifei_scannetv2_hf__scannetv2__scans__scene0266_00,yifei_scannetv2_hf/scannetv2/scans/scene0266_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,139,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0266_00
yifei_scannetv2_hf__scannetv2__scans__scene0270_00,yifei_scannetv2_hf/scannetv2/scans/scene0270_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,165,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0270_00
yifei_scannetv2_hf__scannetv2__scans__scene0272_00,yifei_scannetv2_hf/scannetv2/scans/scene0272_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,109,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0272_00
yifei_scannetv2_hf__scannetv2__scans__scene0274_02,yifei_scannetv2_hf/scannetv2/scans/scene0274_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,149,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0274_02
yifei_scannetv2_hf__scannetv2__scans__scene0277_01,yifei_scannetv2_hf/scannetv2/scans/scene0277_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,60,60,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0277_01
yifei_scannetv2_hf__scannetv2__scans__scene0282_01,yifei_scannetv2_hf/scannetv2/scans/scene0282_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,106,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0282_01
yifei_scannetv2_hf__scannetv2__scans__scene0288_01,yifei_scannetv2_hf/scannetv2/scans/scene0288_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,151,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0288_01
yifei_scannetv2_hf__scannetv2__scans__scene0294_02,yifei_scannetv2_hf/scannetv2/scans/scene0294_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,158,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0294_02
yifei_scannetv2_hf__scannetv2__scans__scene0298_00,yifei_scannetv2_hf/scannetv2/scans/scene0298_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,807,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0298_00
yifei_scannetv2_hf__scannetv2__scans__scene0303_01,yifei_scannetv2_hf/scannetv2/scans/scene0303_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,72,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0303_01
yifei_scannetv2_hf__scannetv2__scans__scene0305_01,yifei_scannetv2_hf/scannetv2/scans/scene0305_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1715,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0305_01
yifei_scannetv2_hf__scannetv2__scans__scene0306_00,yifei_scannetv2_hf/scannetv2/scans/scene0306_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,72,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0306_00
yifei_scannetv2_hf__scannetv2__scans__scene0307_02,yifei_scannetv2_hf/scannetv2/scans/scene0307_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,140,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0307_02
yifei_scannetv2_hf__scannetv2__scans__scene0308_00,yifei_scannetv2_hf/scannetv2/scans/scene0308_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,98,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0308_00
yifei_scannetv2_hf__scannetv2__scans__scene0313_01,yifei_scannetv2_hf/scannetv2/scans/scene0313_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,59,59,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0313_01
yifei_scannetv2_hf__scannetv2__scans__scene0320_02,yifei_scannetv2_hf/scannetv2/scans/scene0320_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,176,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0320_02
yifei_scannetv2_hf__scannetv2__scans__scene0324_01,yifei_scannetv2_hf/scannetv2/scans/scene0324_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,49,49,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0324_01
yifei_scannetv2_hf__scannetv2__scans__scene0335_02,yifei_scannetv2_hf/scannetv2/scans/scene0335_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,172,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0335_02
yifei_scannetv2_hf__scannetv2__scans__scene0336_00,yifei_scannetv2_hf/scannetv2/scans/scene0336_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,110,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0336_00
yifei_scannetv2_hf__scannetv2__scans__scene0337_02,yifei_scannetv2_hf/scannetv2/scans/scene0337_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,141,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0337_02
yifei_scannetv2_hf__scannetv2__scans__scene0344_01,yifei_scannetv2_hf/scannetv2/scans/scene0344_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,55,55,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0344_01
yifei_scannetv2_hf__scannetv2__scans__scene0350_01,yifei_scannetv2_hf/scannetv2/scans/scene0350_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,104,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0350_01
yifei_scannetv2_hf__scannetv2__scans__scene0357_00,yifei_scannetv2_hf/scannetv2/scans/scene0357_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,61,61,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0357_00
yifei_scannetv2_hf__scannetv2__scans__scene0358_01,yifei_scannetv2_hf/scannetv2/scans/scene0358_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,135,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0358_01
yifei_scannetv2_hf__scannetv2__scans__scene0359_00,yifei_scannetv2_hf/scannetv2/scans/scene0359_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,44,44,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0359_00
yifei_scannetv2_hf__scannetv2__scans__scene0364_01,yifei_scannetv2_hf/scannetv2/scans/scene0364_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1255,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0364_01
yifei_scannetv2_hf__scannetv2__scans__scene0365_02,yifei_scannetv2_hf/scannetv2/scans/scene0365_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,93,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0365_02
yifei_scannetv2_hf__scannetv2__scans__scene0368_00,yifei_scannetv2_hf/scannetv2/scans/scene0368_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,67,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0368_00
yifei_scannetv2_hf__scannetv2__scans__scene0370_01,yifei_scannetv2_hf/scannetv2/scans/scene0370_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,132,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0370_01
yifei_scannetv2_hf__scannetv2__scans__scene0375_00,yifei_scannetv2_hf/scannetv2/scans/scene0375_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1197,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0375_00
yifei_scannetv2_hf__scannetv2__scans__scene0375_01,yifei_scannetv2_hf/scannetv2/scans/scene0375_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,71,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0375_01
yifei_scannetv2_hf__scannetv2__scans__scene0376_02,yifei_scannetv2_hf/scannetv2/scans/scene0376_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,34,34,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0376_02
yifei_scannetv2_hf__scannetv2__scans__scene0377_02,yifei_scannetv2_hf/scannetv2/scans/scene0377_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,51,51,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0377_02
yifei_scannetv2_hf__scannetv2__scans__scene0380_02,yifei_scannetv2_hf/scannetv2/scans/scene0380_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,58,58,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0380_02
yifei_scannetv2_hf__scannetv2__scans__scene0382_00,yifei_scannetv2_hf/scannetv2/scans/scene0382_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,59,59,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0382_00
yifei_scannetv2_hf__scannetv2__scans__scene0389_00,yifei_scannetv2_hf/scannetv2/scans/scene0389_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1415,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0389_00
yifei_scannetv2_hf__scannetv2__scans__scene0393_00,yifei_scannetv2_hf/scannetv2/scans/scene0393_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,81,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0393_00
yifei_scannetv2_hf__scannetv2__scans__scene0394_01,yifei_scannetv2_hf/scannetv2/scans/scene0394_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,119,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0394_01
yifei_scannetv2_hf__scannetv2__scans__scene0395_00,yifei_scannetv2_hf/scannetv2/scans/scene0395_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,172,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0395_00
yifei_scannetv2_hf__scannetv2__scans__scene0396_00,yifei_scannetv2_hf/scannetv2/scans/scene0396_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,74,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0396_00
yifei_scannetv2_hf__scannetv2__scans__scene0400_00,yifei_scannetv2_hf/scannetv2/scans/scene0400_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,82,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0400_00
yifei_scannetv2_hf__scannetv2__scans__scene0405_00,yifei_scannetv2_hf/scannetv2/scans/scene0405_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,159,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0405_00
yifei_scannetv2_hf__scannetv2__scans__scene0408_01,yifei_scannetv2_hf/scannetv2/scans/scene0408_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,78,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0408_01
yifei_scannetv2_hf__scannetv2__scans__scene0415_00,yifei_scannetv2_hf/scannetv2/scans/scene0415_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,78,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0415_00
yifei_scannetv2_hf__scannetv2__scans__scene0415_01,yifei_scannetv2_hf/scannetv2/scans/scene0415_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,68,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0415_01
yifei_scannetv2_hf__scannetv2__scans__scene0418_02,yifei_scannetv2_hf/scannetv2/scans/scene0418_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,203,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0418_02
yifei_scannetv2_hf__scannetv2__scans__scene0419_02,yifei_scannetv2_hf/scannetv2/scans/scene0419_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,232,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0419_02
yifei_scannetv2_hf__scannetv2__scans__scene0420_01,yifei_scannetv2_hf/scannetv2/scans/scene0420_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,94,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0420_01
yifei_scannetv2_hf__scannetv2__scans__scene0420_02,yifei_scannetv2_hf/scannetv2/scans/scene0420_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,94,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0420_02
yifei_scannetv2_hf__scannetv2__scans__scene0421_02,yifei_scannetv2_hf/scannetv2/scans/scene0421_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,134,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0421_02
yifei_scannetv2_hf__scannetv2__scans__scene0424_02,yifei_scannetv2_hf/scannetv2/scans/scene0424_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,97,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0424_02
yifei_scannetv2_hf__scannetv2__scans__scene0425_01,yifei_scannetv2_hf/scannetv2/scans/scene0425_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,112,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0425_01
yifei_scannetv2_hf__scannetv2__scans__scene0426_03,yifei_scannetv2_hf/scannetv2/scans/scene0426_03,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,83,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0426_03
yifei_scannetv2_hf__scannetv2__scans__scene0427_00,yifei_scannetv2_hf/scannetv2/scans/scene0427_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,88,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0427_00
yifei_scannetv2_hf__scannetv2__scans__scene0430_01,yifei_scannetv2_hf/scannetv2/scans/scene0430_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,105,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0430_01
yifei_scannetv2_hf__scannetv2__scans__scene0432_01,yifei_scannetv2_hf/scannetv2/scans/scene0432_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,21,21,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0432_01
yifei_scannetv2_hf__scannetv2__scans__scene0435_02,yifei_scannetv2_hf/scannetv2/scans/scene0435_02,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,108,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0435_02
yifei_scannetv2_hf__scannetv2__scans__scene0437_01,yifei_scannetv2_hf/scannetv2/scans/scene0437_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,27,27,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0437_01
yifei_scannetv2_hf__scannetv2__scans__scene0439_00,yifei_scannetv2_hf/scannetv2/scans/scene0439_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,1226,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0439_00
yifei_scannetv2_hf__scannetv2__scans__scene0440_00,yifei_scannetv2_hf/scannetv2/scans/scene0440_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,75,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0440_00
yifei_scannetv2_hf__scannetv2__scans__scene0440_01,yifei_scannetv2_hf/scannetv2/scans/scene0440_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,65,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0440_01
yifei_scannetv2_hf__scannetv2__scans__scene0443_00,yifei_scannetv2_hf/scannetv2/scans/scene0443_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,417,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0443_00
yifei_scannetv2_hf__scannetv2__scans__scene0444_01,yifei_scannetv2_hf/scannetv2/scans/scene0444_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,14,14,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0444_01
yifei_scannetv2_hf__scannetv2__scans__scene0445_00,yifei_scannetv2_hf/scannetv2/scans/scene0445_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,43,43,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0445_00
yifei_scannetv2_hf__scannetv2__scans__scene0445_01,yifei_scannetv2_hf/scannetv2/scans/scene0445_01,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,763,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0445_01
yifei_scannetv2_hf__scannetv2__scans__scene0446_00,yifei_scannetv2_hf/scannetv2/scans/scene0446_00,yifei_scannetv2_hf,train,yifei_scannetv2_hf:scannetv2,137,64,data/raw/ltm_datasets/yifei_scannetv2_hf/scannetv2/scans/scene0446_00
